Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total		Guests	Total	Residents in Spain	2001M12	101.121
National Total		Guests	Total	Residents in Spain	2001M11	81.135
National Total		Guests	Total	Residents in Spain	2001M10	105.092
National Total		Guests	Total	Residents in Spain	2001M09	93.896
National Total		Guests	Total	Residents in Spain	2001M08	158.525
National Total		Guests	Total	Residents in Spain	2001M07	113.700
National Total		Guests	Total	Residents in Spain	2001M06	78.638
National Total		Guests	Total	Residents in Spain	2001M05	65.169
National Total		Guests	Total	Residents in Spain	2001M04	114.480
National Total		Guests	Total	Residents in Spain	2001M03	71.449
National Total		Guests	Total	Residents in Spain	2001M02	59.594
National Total		Guests	Total	Residents in Spain	2001M01	43.967
National Total		Guests	Total	Residents abroad	2025M08	176.201
National Total		Guests	Total	Residents abroad	2025M07	168.619
National Total		Guests	Total	Residents abroad	2025M06	142.553
National Total		Guests	Total	Residents abroad	2025M05	139.801
National Total		Guests	Total	Residents abroad	2025M04	106.420
National Total		Guests	Total	Residents abroad	2025M03	53.186
National Total		Guests	Total	Residents abroad	2025M02	31.880
National Total		Guests	Total	Residents abroad	2025M01	19.417
National Total		Guests	Total	Residents abroad	2024M12	32.904
National Total		Guests	Total	Residents abroad	2024M11	46.046
National Total		Guests	Total	Residents abroad	2024M10	123.848
National Total		Guests	Total	Residents abroad	2024M09	156.136
National Total		Guests	Total	Residents abroad	2024M08	175.367
National Total		Guests	Total	Residents abroad	2024M07	160.693
National Total		Guests	Total	Residents abroad	2024M06	135.005
National Total		Guests	Total	Residents abroad	2024M05	149.378
National Total		Guests	Total	Residents abroad	2024M04	111.908
National Total		Guests	Total	Residents abroad	2024M03	61.330
National Total		Guests	Total	Residents abroad	2024M02	33.544
National Total		Guests	Total	Residents abroad	2024M01	24.956
National Total		Guests	Total	Residents abroad	2023M12	31.875
National Total		Guests	Total	Residents abroad	2023M11	34.738
National Total		Guests	Total	Residents abroad	2023M10	101.864
National Total		Guests	Total	Residents abroad	2023M09	142.493
National Total		Guests	Total	Residents abroad	2023M08	161.872
National Total		Guests	Total	Residents abroad	2023M07	152.880
National Total		Guests	Total	Residents abroad	2023M06	116.798
National Total		Guests	Total	Residents abroad	2023M05	116.434
National Total		Guests	Total	Residents abroad	2023M04	99.280
National Total		Guests	Total	Residents abroad	2023M03	48.664
National Total		Guests	Total	Residents abroad	2023M02	31.218
National Total		Guests	Total	Residents abroad	2023M01	22.900
National Total		Guests	Total	Residents abroad	2022M12	27.204
National Total		Guests	Total	Residents abroad	2022M11	30.634
National Total		Guests	Total	Residents abroad	2022M10	83.632
National Total		Guests	Total	Residents abroad	2022M09	114.187
National Total		Guests	Total	Residents abroad	2022M08	136.319
National Total		Guests	Total	Residents abroad	2022M07	126.952
National Total		Guests	Total	Residents abroad	2022M06	101.845
National Total		Guests	Total	Residents abroad	2022M05	95.909
National Total		Guests	Total	Residents abroad	2022M04	72.193
National Total		Guests	Total	Residents abroad	2022M03	35.186
National Total		Guests	Total	Residents abroad	2022M02	23.776
National Total		Guests	Total	Residents abroad	2022M01	16.109
National Total		Guests	Total	Residents abroad	2021M12	20.726
National Total		Guests	Total	Residents abroad	2021M11	26.315
National Total		Guests	Total	Residents abroad	2021M10	71.771
National Total		Guests	Total	Residents abroad	2021M09	85.916
National Total		Guests	Total	Residents abroad	2021M08	90.213
National Total		Guests	Total	Residents abroad	2021M07	80.383
National Total		Guests	Total	Residents abroad	2021M06	45.012
National Total		Guests	Total	Residents abroad	2021M05	30.800
National Total		Guests	Total	Residents abroad	2021M04	11.842
National Total		Guests	Total	Residents abroad	2021M03	6.787
National Total		Guests	Total	Residents abroad	2021M02	2.412
National Total		Guests	Total	Residents abroad	2021M01	2.715
National Total		Guests	Total	Residents abroad	2020M12	5.573
National Total		Guests	Total	Residents abroad	2020M11	.
National Total		Guests	Total	Residents abroad	2020M10	11.515
National Total		Guests	Total	Residents abroad	2020M09	18.043
National Total		Guests	Total	Residents abroad	2020M08	42.449
National Total		Guests	Total	Residents abroad	2020M07	41.754
National Total		Guests	Total	Residents abroad	2020M06	2.874
National Total		Guests	Total	Residents abroad	2020M05	.
National Total		Guests	Total	Residents abroad	2020M04	.
National Total		Guests	Total	Residents abroad	2020M03	10.491
National Total		Guests	Total	Residents abroad	2020M02	26.194
National Total		Guests	Total	Residents abroad	2020M01	19.245
National Total		Guests	Total	Residents abroad	2019M12	27.883
National Total		Guests	Total	Residents abroad	2019M11	29.297
National Total		Guests	Total	Residents abroad	2019M10	82.537
National Total		Guests	Total	Residents abroad	2019M09	122.879
National Total		Guests	Total	Residents abroad	2019M08	142.802
National Total		Guests	Total	Residents abroad	2019M07	125.425
National Total		Guests	Total	Residents abroad	2019M06	104.933
National Total		Guests	Total	Residents abroad	2019M05	96.131
National Total		Guests	Total	Residents abroad	2019M04	73.275
National Total		Guests	Total	Residents abroad	2019M03	39.265
National Total		Guests	Total	Residents abroad	2019M02	25.122
National Total		Guests	Total	Residents abroad	2019M01	18.277
National Total		Guests	Total	Residents abroad	2018M12	24.582
National Total		Guests	Total	Residents abroad	2018M11	27.399
National Total		Guests	Total	Residents abroad	2018M10	83.201
National Total		Guests	Total	Residents abroad	2018M09	112.577
National Total		Guests	Total	Residents abroad	2018M08	139.412
National Total		Guests	Total	Residents abroad	2018M07	126.283
National Total		Guests	Total	Residents abroad	2018M06	98.095
National Total		Guests	Total	Residents abroad	2018M05	102.796
National Total		Guests	Total	Residents abroad	2018M04	69.174
National Total		Guests	Total	Residents abroad	2018M03	40.386
National Total		Guests	Total	Residents abroad	2018M02	23.319
National Total		Guests	Total	Residents abroad	2018M01	17.316
National Total		Guests	Total	Residents abroad	2017M12	22.125
National Total		Guests	Total	Residents abroad	2017M11	26.805
National Total		Guests	Total	Residents abroad	2017M10	76.230
National Total		Guests	Total	Residents abroad	2017M09	109.054
National Total		Guests	Total	Residents abroad	2017M08	124.314
National Total		Guests	Total	Residents abroad	2017M07	114.849
National Total		Guests	Total	Residents abroad	2017M06	90.102
National Total		Guests	Total	Residents abroad	2017M05	86.723
National Total		Guests	Total	Residents abroad	2017M04	66.608
National Total		Guests	Total	Residents abroad	2017M03	30.031
National Total		Guests	Total	Residents abroad	2017M02	22.189
National Total		Guests	Total	Residents abroad	2017M01	15.703
National Total		Guests	Total	Residents abroad	2016M12	19.727
National Total		Guests	Total	Residents abroad	2016M11	20.417
National Total		Guests	Total	Residents abroad	2016M10	60.338
National Total		Guests	Total	Residents abroad	2016M09	87.934
National Total		Guests	Total	Residents abroad	2016M08	112.248
National Total		Guests	Total	Residents abroad	2016M07	99.061
National Total		Guests	Total	Residents abroad	2016M06	68.234
National Total		Guests	Total	Residents abroad	2016M05	74.183
National Total		Guests	Total	Residents abroad	2016M04	52.644
National Total		Guests	Total	Residents abroad	2016M03	34.254
National Total		Guests	Total	Residents abroad	2016M02	19.129
National Total		Guests	Total	Residents abroad	2016M01	14.123
National Total		Guests	Total	Residents abroad	2015M12	15.777
National Total		Guests	Total	Residents abroad	2015M11	16.609
National Total		Guests	Total	Residents abroad	2015M10	53.020
National Total		Guests	Total	Residents abroad	2015M09	77.970
National Total		Guests	Total	Residents abroad	2015M08	93.113
National Total		Guests	Total	Residents abroad	2015M07	81.005
National Total		Guests	Total	Residents abroad	2015M06	60.378
National Total		Guests	Total	Residents abroad	2015M05	62.041
National Total		Guests	Total	Residents abroad	2015M04	43.733
National Total		Guests	Total	Residents abroad	2015M03	22.524
National Total		Guests	Total	Residents abroad	2015M02	14.141
National Total		Guests	Total	Residents abroad	2015M01	10.548
National Total		Guests	Total	Residents abroad	2014M12	13.860
National Total		Guests	Total	Residents abroad	2014M11	13.946
National Total		Guests	Total	Residents abroad	2014M10	41.283
National Total		Guests	Total	Residents abroad	2014M09	63.518
National Total		Guests	Total	Residents abroad	2014M08	83.804
National Total		Guests	Total	Residents abroad	2014M07	69.298
National Total		Guests	Total	Residents abroad	2014M06	51.261
National Total		Guests	Total	Residents abroad	2014M05	52.075
National Total		Guests	Total	Residents abroad	2014M04	36.874
National Total		Guests	Total	Residents abroad	2014M03	19.082
National Total		Guests	Total	Residents abroad	2014M02	11.640
National Total		Guests	Total	Residents abroad	2014M01	9.645
National Total		Guests	Total	Residents abroad	2013M12	11.567
National Total		Guests	Total	Residents abroad	2013M11	12.429
National Total		Guests	Total	Residents abroad	2013M10	34.552
National Total		Guests	Total	Residents abroad	2013M09	50.977
National Total		Guests	Total	Residents abroad	2013M08	67.195
National Total		Guests	Total	Residents abroad	2013M07	60.006
National Total		Guests	Total	Residents abroad	2013M06	44.540
National Total		Guests	Total	Residents abroad	2013M05	46.346
National Total		Guests	Total	Residents abroad	2013M04	32.347
National Total		Guests	Total	Residents abroad	2013M03	19.620
National Total		Guests	Total	Residents abroad	2013M02	11.638
National Total		Guests	Total	Residents abroad	2013M01	8.816
National Total		Guests	Total	Residents abroad	2012M12	11.786
National Total		Guests	Total	Residents abroad	2012M11	13.267
National Total		Guests	Total	Residents abroad	2012M10	33.369
National Total		Guests	Total	Residents abroad	2012M09	50.998
National Total		Guests	Total	Residents abroad	2012M08	64.004
National Total		Guests	Total	Residents abroad	2012M07	60.804
National Total		Guests	Total	Residents abroad	2012M06	41.864
National Total		Guests	Total	Residents abroad	2012M05	45.672
National Total		Guests	Total	Residents abroad	2012M04	31.956
National Total		Guests	Total	Residents abroad	2012M03	17.541
National Total		Guests	Total	Residents abroad	2012M02	11.779
National Total		Guests	Total	Residents abroad	2012M01	7.293
National Total		Guests	Total	Residents abroad	2011M12	10.555
National Total		Guests	Total	Residents abroad	2011M11	10.971
National Total		Guests	Total	Residents abroad	2011M10	28.217
National Total		Guests	Total	Residents abroad	2011M09	43.698
National Total		Guests	Total	Residents abroad	2011M08	55.057
National Total		Guests	Total	Residents abroad	2011M07	51.858
National Total		Guests	Total	Residents abroad	2011M06	38.060
National Total		Guests	Total	Residents abroad	2011M05	35.423
National Total		Guests	Total	Residents abroad	2011M04	28.463
National Total		Guests	Total	Residents abroad	2011M03	17.302
National Total		Guests	Total	Residents abroad	2011M02	10.090
National Total		Guests	Total	Residents abroad	2011M01	7.700
National Total		Guests	Total	Residents abroad	2010M12	8.946
National Total		Guests	Total	Residents abroad	2010M11	9.600
National Total		Guests	Total	Residents abroad	2010M10	24.709
National Total		Guests	Total	Residents abroad	2010M09	36.825
National Total		Guests	Total	Residents abroad	2010M08	47.561
National Total		Guests	Total	Residents abroad	2010M07	42.848
National Total		Guests	Total	Residents abroad	2010M06	31.013
National Total		Guests	Total	Residents abroad	2010M05	33.955
National Total		Guests	Total	Residents abroad	2010M04	21.634
National Total		Guests	Total	Residents abroad	2010M03	14.268
National Total		Guests	Total	Residents abroad	2010M02	9.764
National Total		Guests	Total	Residents abroad	2010M01	5.642
National Total		Guests	Total	Residents abroad	2009M12	8.409
National Total		Guests	Total	Residents abroad	2009M11	8.050
National Total		Guests	Total	Residents abroad	2009M10	21.675
