Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M08	25.634
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M07	23.626
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M06	32.804
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M05	31.855
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M04	25.984
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M03	21.202
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M02	10.066
National Total	09 Cataluña	Guests	Total	Residents in Spain	2022M01	7.119
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M12	.
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M11	10.383
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M10	16.906
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M09	12.810
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M08	16.012
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M07	12.083
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M06	16.948
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M05	11.312
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M04	6.084
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M03	4.651
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M02	.
National Total	09 Cataluña	Guests	Total	Residents in Spain	2021M01	578
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M12	884
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M11	.
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M10	5.040
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M09	4.933
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M08	10.004
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M07	6.260
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M06	703
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M05	.
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M04	.
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M03	6.065
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M02	13.879
National Total	09 Cataluña	Guests	Total	Residents in Spain	2020M01	8.138
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M12	7.984
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M11	13.766
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M10	19.210
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M09	14.801
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M08	20.753
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M07	17.451
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M06	28.628
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M05	25.647
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M04	22.285
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M03	16.578
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M02	11.500
National Total	09 Cataluña	Guests	Total	Residents in Spain	2019M01	6.320
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M12	8.088
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M11	10.379
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M10	16.616
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M09	16.755
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M08	20.643
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M07	19.309
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M06	27.304
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M05	30.061
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M04	22.659
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M03	21.755
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M02	10.985
National Total	09 Cataluña	Guests	Total	Residents in Spain	2018M01	6.316
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M12	9.791
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M11	13.225
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M10	20.526
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M09	14.727
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M08	17.998
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M07	20.567
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M06	23.684
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M05	26.358
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M04	25.499
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M03	17.476
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M02	10.802
National Total	09 Cataluña	Guests	Total	Residents in Spain	2017M01	6.311
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M12	9.513
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M11	10.810
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M10	18.007
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M09	15.392
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M08	18.305
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M07	19.922
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M06	26.145
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M05	29.140
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M04	20.465
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M03	19.889
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M02	10.741
National Total	09 Cataluña	Guests	Total	Residents in Spain	2016M01	7.626
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M12	7.619
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M11	9.464
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M10	18.304
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M09	12.932
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M08	18.552
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M07	17.222
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M06	24.298
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M05	26.067
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M04	19.728
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M03	16.782
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M02	9.771
National Total	09 Cataluña	Guests	Total	Residents in Spain	2015M01	6.321
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M12	7.294
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M11	9.403
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M10	18.395
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M09	12.321
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M08	18.595
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M07	18.782
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M06	26.003
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M05	27.938
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M04	21.608
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M03	14.360
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M02	9.235
National Total	09 Cataluña	Guests	Total	Residents in Spain	2014M01	4.901
National Total	09 Cataluña	Guests	Total	Residents abroad	2025M09	16.704
National Total	09 Cataluña	Guests	Total	Residents abroad	2025M08	20.330
National Total	09 Cataluña	Guests	Total	Residents abroad	2025M07	19.937
National Total	09 Cataluña	Guests	Total	Residents abroad	2025M06	23.934
National Total	09 Cataluña	Guests	Total	Residents abroad	2025M05	22.014
National Total	09 Cataluña	Guests	Total	Residents abroad	2025M04	19.794
National Total	09 Cataluña	Guests	Total	Residents abroad	2025M03	19.868
National Total	09 Cataluña	Guests	Total	Residents abroad	2025M02	19.434
National Total	09 Cataluña	Guests	Total	Residents abroad	2025M01	18.972
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M12	15.744
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M11	18.369
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M10	21.185
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M09	19.620
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M08	24.446
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M07	32.408
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M06	27.008
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M05	29.257
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M04	22.605
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M03	22.402
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M02	19.892
National Total	09 Cataluña	Guests	Total	Residents abroad	2024M01	16.726
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M12	8.891
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M11	9.960
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M10	18.761
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M09	18.419
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M08	23.680
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M07	21.788
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M06	17.810
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M05	15.573
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M04	14.163
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M03	13.303
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M02	11.748
National Total	09 Cataluña	Guests	Total	Residents abroad	2023M01	6.369
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M12	6.428
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M11	7.473
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M10	13.331
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M09	12.861
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M08	14.681
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M07	11.537
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M06	9.318
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M05	7.971
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M04	7.581
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M03	3.316
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M02	3.054
National Total	09 Cataluña	Guests	Total	Residents abroad	2022M01	1.655
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M12	.
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M11	2.517
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M10	3.251
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M09	2.502
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M08	3.718
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M07	2.197
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M06	833
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M05	1.141
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M04	759
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M03	423
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M02	.
National Total	09 Cataluña	Guests	Total	Residents abroad	2021M01	316
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M12	336
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M11	.
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M10	636
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M09	590
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M08	800
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M07	716
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M06	163
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M05	.
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M04	.
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M03	3.194
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M02	7.582
National Total	09 Cataluña	Guests	Total	Residents abroad	2020M01	5.335
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M12	8.425
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M11	10.001
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M10	13.970
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M09	16.847
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M08	21.138
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M07	18.592
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M06	17.679
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M05	16.537
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M04	16.415
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M03	13.789
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M02	7.948
National Total	09 Cataluña	Guests	Total	Residents abroad	2019M01	6.403
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M12	7.782
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M11	9.759
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M10	16.692
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M09	13.284
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M08	16.949
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M07	18.641
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M06	17.380
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M05	18.884
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M04	15.039
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M03	10.404
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M02	8.520
National Total	09 Cataluña	Guests	Total	Residents abroad	2018M01	6.164
National Total	09 Cataluña	Guests	Total	Residents abroad	2017M12	7.386
National Total	09 Cataluña	Guests	Total	Residents abroad	2017M11	8.091
National Total	09 Cataluña	Guests	Total	Residents abroad	2017M10	14.912
National Total	09 Cataluña	Guests	Total	Residents abroad	2017M09	18.902
National Total	09 Cataluña	Guests	Total	Residents abroad	2017M08	21.587
National Total	09 Cataluña	Guests	Total	Residents abroad	2017M07	21.130
National Total	09 Cataluña	Guests	Total	Residents abroad	2017M06	18.797
