Regional totals	Autonomous Communities and Cities	Guests and overnight stays	Residence: Nivel 1	Residence: Nivel 2	Periodo	Total
National Total		Guests	Total	Residents in Spain	2004M02	90.444
National Total		Guests	Total	Residents in Spain	2004M01	80.800
National Total		Guests	Total	Residents in Spain	2003M12	87.949
National Total		Guests	Total	Residents in Spain	2003M11	98.504
National Total		Guests	Total	Residents in Spain	2003M10	136.215
National Total		Guests	Total	Residents in Spain	2003M09	387.022
National Total		Guests	Total	Residents in Spain	2003M08	1.425.511
National Total		Guests	Total	Residents in Spain	2003M07	965.477
National Total		Guests	Total	Residents in Spain	2003M06	543.731
National Total		Guests	Total	Residents in Spain	2003M05	351.459
National Total		Guests	Total	Residents in Spain	2003M04	414.615
National Total		Guests	Total	Residents in Spain	2003M03	112.965
National Total		Guests	Total	Residents in Spain	2003M02	82.996
National Total		Guests	Total	Residents in Spain	2003M01	63.364
National Total		Guests	Total	Residents in Spain	2002M12	79.420
National Total		Guests	Total	Residents in Spain	2002M11	89.219
National Total		Guests	Total	Residents in Spain	2002M10	135.967
National Total		Guests	Total	Residents in Spain	2002M09	304.160
National Total		Guests	Total	Residents in Spain	2002M08	1.097.595
National Total		Guests	Total	Residents in Spain	2002M07	867.984
National Total		Guests	Total	Residents in Spain	2002M06	450.097
National Total		Guests	Total	Residents in Spain	2002M05	252.902
National Total		Guests	Total	Residents in Spain	2002M04	196.527
National Total		Guests	Total	Residents in Spain	2002M03	261.632
National Total		Guests	Total	Residents in Spain	2002M02	70.004
National Total		Guests	Total	Residents in Spain	2002M01	52.384
National Total		Guests	Total	Residents in Spain	2001M12	68.947
National Total		Guests	Total	Residents in Spain	2001M11	75.238
National Total		Guests	Total	Residents in Spain	2001M10	136.708
National Total		Guests	Total	Residents in Spain	2001M09	311.699
National Total		Guests	Total	Residents in Spain	2001M08	1.250.138
National Total		Guests	Total	Residents in Spain	2001M07	889.789
National Total		Guests	Total	Residents in Spain	2001M06	438.896
National Total		Guests	Total	Residents in Spain	2001M05	238.999
National Total		Guests	Total	Residents in Spain	2001M04	467.397
National Total		Guests	Total	Residents in Spain	2001M03	110.411
National Total		Guests	Total	Residents in Spain	2001M02	66.248
National Total		Guests	Total	Residents in Spain	2001M01	49.975
National Total		Guests	Total	Residents in Spain	2000M12	80.344
National Total		Guests	Total	Residents in Spain	2000M11	61.470
National Total		Guests	Total	Residents in Spain	2000M10	123.943
National Total		Guests	Total	Residents in Spain	2000M09	323.227
National Total		Guests	Total	Residents in Spain	2000M08	1.160.795
National Total		Guests	Total	Residents in Spain	2000M07	877.093
National Total		Guests	Total	Residents in Spain	2000M06	333.863
National Total		Guests	Total	Residents in Spain	2000M05	208.408
National Total		Guests	Total	Residents in Spain	2000M04	350.774
National Total		Guests	Total	Residents in Spain	2000M03	103.675
National Total		Guests	Total	Residents in Spain	2000M02	69.694
National Total		Guests	Total	Residents in Spain	2000M01	42.943
National Total		Guests	Total	Residents in Spain	1999M12	55.238
National Total		Guests	Total	Residents in Spain	1999M11	55.814
National Total		Guests	Total	Residents in Spain	1999M10	124.818
National Total		Guests	Total	Residents in Spain	1999M09	277.859
National Total		Guests	Total	Residents in Spain	1999M08	1.126.936
National Total		Guests	Total	Residents in Spain	1999M07	791.664
National Total		Guests	Total	Residents in Spain	1999M06	347.140
National Total		Guests	Total	Residents in Spain	1999M05	214.407
National Total		Guests	Total	Residents in Spain	1999M04	273.482
National Total		Guests	Total	Residents in Spain	1999M03	121.539
National Total		Guests	Total	Residents in Spain	1999M02	55.390
National Total		Guests	Total	Residents in Spain	1999M01	41.191
National Total		Guests	Total	Residents abroad	2025M09	447.322
National Total		Guests	Total	Residents abroad	2025M08	685.056
National Total		Guests	Total	Residents abroad	2025M07	674.613
National Total		Guests	Total	Residents abroad	2025M06	425.512
National Total		Guests	Total	Residents abroad	2025M05	423.286
National Total		Guests	Total	Residents abroad	2025M04	324.376
National Total		Guests	Total	Residents abroad	2025M03	159.791
National Total		Guests	Total	Residents abroad	2025M02	113.534
National Total		Guests	Total	Residents abroad	2025M01	112.382
National Total		Guests	Total	Residents abroad	2024M12	92.781
National Total		Guests	Total	Residents abroad	2024M11	109.858
National Total		Guests	Total	Residents abroad	2024M10	298.138
National Total		Guests	Total	Residents abroad	2024M09	480.012
National Total		Guests	Total	Residents abroad	2024M08	694.115
National Total		Guests	Total	Residents abroad	2024M07	654.145
National Total		Guests	Total	Residents abroad	2024M06	376.162
National Total		Guests	Total	Residents abroad	2024M05	446.179
National Total		Guests	Total	Residents abroad	2024M04	322.906
National Total		Guests	Total	Residents abroad	2024M03	206.161
National Total		Guests	Total	Residents abroad	2024M02	114.417
National Total		Guests	Total	Residents abroad	2024M01	106.834
National Total		Guests	Total	Residents abroad	2023M12	88.642
National Total		Guests	Total	Residents abroad	2023M11	107.234
National Total		Guests	Total	Residents abroad	2023M10	243.401
National Total		Guests	Total	Residents abroad	2023M09	428.794
National Total		Guests	Total	Residents abroad	2023M08	659.954
National Total		Guests	Total	Residents abroad	2023M07	629.305
National Total		Guests	Total	Residents abroad	2023M06	344.231
National Total		Guests	Total	Residents abroad	2023M05	366.257
National Total		Guests	Total	Residents abroad	2023M04	297.371
National Total		Guests	Total	Residents abroad	2023M03	145.392
National Total		Guests	Total	Residents abroad	2023M02	98.887
National Total		Guests	Total	Residents abroad	2023M01	98.725
National Total		Guests	Total	Residents abroad	2022M12	72.196
National Total		Guests	Total	Residents abroad	2022M11	90.352
National Total		Guests	Total	Residents abroad	2022M10	212.977
National Total		Guests	Total	Residents abroad	2022M09	360.231
National Total		Guests	Total	Residents abroad	2022M08	629.086
National Total		Guests	Total	Residents abroad	2022M07	597.796
National Total		Guests	Total	Residents abroad	2022M06	328.617
National Total		Guests	Total	Residents abroad	2022M05	280.026
National Total		Guests	Total	Residents abroad	2022M04	218.963
National Total		Guests	Total	Residents abroad	2022M03	115.664
National Total		Guests	Total	Residents abroad	2022M02	85.724
National Total		Guests	Total	Residents abroad	2022M01	77.925
National Total		Guests	Total	Residents abroad	2021M12	63.792
National Total		Guests	Total	Residents abroad	2021M11	78.875
National Total		Guests	Total	Residents abroad	2021M10	174.451
National Total		Guests	Total	Residents abroad	2021M09	245.333
National Total		Guests	Total	Residents abroad	2021M08	363.259
National Total		Guests	Total	Residents abroad	2021M07	283.266
National Total		Guests	Total	Residents abroad	2021M06	94.740
National Total		Guests	Total	Residents abroad	2021M05	50.753
National Total		Guests	Total	Residents abroad	2021M04	26.993
National Total		Guests	Total	Residents abroad	2021M03	17.335
National Total		Guests	Total	Residents abroad	2021M02	8.889
National Total		Guests	Total	Residents abroad	2021M01	13.210
National Total		Guests	Total	Residents abroad	2020M12	11.505
National Total		Guests	Total	Residents abroad	2020M11	.
National Total		Guests	Total	Residents abroad	2020M10	35.044
National Total		Guests	Total	Residents abroad	2020M09	53.648
National Total		Guests	Total	Residents abroad	2020M08	133.152
National Total		Guests	Total	Residents abroad	2020M07	167.071
National Total		Guests	Total	Residents abroad	2020M06	16.392
National Total		Guests	Total	Residents abroad	2020M05	.
National Total		Guests	Total	Residents abroad	2020M04	0
National Total		Guests	Total	Residents abroad	2020M03	40.511
National Total		Guests	Total	Residents abroad	2020M02	78.845
National Total		Guests	Total	Residents abroad	2020M01	68.085
National Total		Guests	Total	Residents abroad	2019M12	55.995
National Total		Guests	Total	Residents abroad	2019M11	70.074
National Total		Guests	Total	Residents abroad	2019M10	169.350
National Total		Guests	Total	Residents abroad	2019M09	318.763
National Total		Guests	Total	Residents abroad	2019M08	627.784
National Total		Guests	Total	Residents abroad	2019M07	526.857
National Total		Guests	Total	Residents abroad	2019M06	321.396
National Total		Guests	Total	Residents abroad	2019M05	278.033
National Total		Guests	Total	Residents abroad	2019M04	188.030
National Total		Guests	Total	Residents abroad	2019M03	106.332
National Total		Guests	Total	Residents abroad	2019M02	62.298
National Total		Guests	Total	Residents abroad	2019M01	59.148
National Total		Guests	Total	Residents abroad	2018M12	50.715
National Total		Guests	Total	Residents abroad	2018M11	56.522
National Total		Guests	Total	Residents abroad	2018M10	158.367
National Total		Guests	Total	Residents abroad	2018M09	296.474
National Total		Guests	Total	Residents abroad	2018M08	610.906
National Total		Guests	Total	Residents abroad	2018M07	554.821
National Total		Guests	Total	Residents abroad	2018M06	297.489
National Total		Guests	Total	Residents abroad	2018M05	259.165
National Total		Guests	Total	Residents abroad	2018M04	177.694
National Total		Guests	Total	Residents abroad	2018M03	108.455
National Total		Guests	Total	Residents abroad	2018M02	61.863
National Total		Guests	Total	Residents abroad	2018M01	55.538
National Total		Guests	Total	Residents abroad	2017M12	44.462
National Total		Guests	Total	Residents abroad	2017M11	54.974
National Total		Guests	Total	Residents abroad	2017M10	138.969
National Total		Guests	Total	Residents abroad	2017M09	314.272
National Total		Guests	Total	Residents abroad	2017M08	619.659
National Total		Guests	Total	Residents abroad	2017M07	575.500
National Total		Guests	Total	Residents abroad	2017M06	285.528
National Total		Guests	Total	Residents abroad	2017M05	231.584
National Total		Guests	Total	Residents abroad	2017M04	188.079
National Total		Guests	Total	Residents abroad	2017M03	87.906
National Total		Guests	Total	Residents abroad	2017M02	56.117
National Total		Guests	Total	Residents abroad	2017M01	56.989
National Total		Guests	Total	Residents abroad	2016M12	44.275
National Total		Guests	Total	Residents abroad	2016M11	52.310
National Total		Guests	Total	Residents abroad	2016M10	128.844
National Total		Guests	Total	Residents abroad	2016M09	268.576
National Total		Guests	Total	Residents abroad	2016M08	631.102
National Total		Guests	Total	Residents abroad	2016M07	550.975
National Total		Guests	Total	Residents abroad	2016M06	255.657
National Total		Guests	Total	Residents abroad	2016M05	207.847
National Total		Guests	Total	Residents abroad	2016M04	160.819
National Total		Guests	Total	Residents abroad	2016M03	102.570
National Total		Guests	Total	Residents abroad	2016M02	57.047
National Total		Guests	Total	Residents abroad	2016M01	55.265
National Total		Guests	Total	Residents abroad	2015M12	40.000
National Total		Guests	Total	Residents abroad	2015M11	47.661
National Total		Guests	Total	Residents abroad	2015M10	113.833
National Total		Guests	Total	Residents abroad	2015M09	229.351
National Total		Guests	Total	Residents abroad	2015M08	574.243
National Total		Guests	Total	Residents abroad	2015M07	504.692
National Total		Guests	Total	Residents abroad	2015M06	215.320
National Total		Guests	Total	Residents abroad	2015M05	214.245
National Total		Guests	Total	Residents abroad	2015M04	139.192
National Total		Guests	Total	Residents abroad	2015M03	73.297
National Total		Guests	Total	Residents abroad	2015M02	47.417
National Total		Guests	Total	Residents abroad	2015M01	46.367
National Total		Guests	Total	Residents abroad	2014M12	37.113
National Total		Guests	Total	Residents abroad	2014M11	42.780
National Total		Guests	Total	Residents abroad	2014M10	99.968
National Total		Guests	Total	Residents abroad	2014M09	207.184
National Total		Guests	Total	Residents abroad	2014M08	562.106
National Total		Guests	Total	Residents abroad	2014M07	464.679
National Total		Guests	Total	Residents abroad	2014M06	200.038
National Total		Guests	Total	Residents abroad	2014M05	180.628
National Total		Guests	Total	Residents abroad	2014M04	124.913
National Total		Guests	Total	Residents abroad	2014M03	70.633
National Total		Guests	Total	Residents abroad	2014M02	44.065
National Total		Guests	Total	Residents abroad	2014M01	43.919
National Total		Guests	Total	Residents abroad	2013M12	35.410
